Item,Start Date ,Start Time,End Date,End Time,Component,Description,"Duration of Downtime
(hours - hh:mm)",,,,
,13-Nov,8:42,13-Nov,8:46,MD1,Low Insulation Resistance,0:04:00,,,,
,14-Nov,9:24,14-Nov,9:30,MC2,Low Insulation Resistance,0:06:00,,,,
,14-Nov,15:17,14-Nov,15:21,MC6,Low Insulation Resistance,0:04:00,,,,
,14-Nov,15:40,14-Nov,15:42,MD5,Low Insulation Resistance,0:02:00,,,,
,14-Nov,15:42,14-Nov,15:51,MC5,Low Insulation Resistance,0:09:00,,,,
,14-Nov,15:53,14-Nov,16:11,MD5,Low Insulation Resistance,0:18:00,,,,
,15-Nov,7:01,15-Nov,7:28,MC5,Low Insulation Resistance,0:27:00,,,,
,15-Nov,7:03,15-Nov,7:31,MC2,Low Insulation Resistance,0:28:00,,,,
,15-Nov,7:13,15-Nov,7:42,MA6,Low Insulation Resistance,0:29:00,,,,
,15-Nov,7:18,15-Nov,7:46,MC4,Low Insulation Resistance,0:28:00,,,,
,15-Nov,7:22,15-Nov,7:51,MC6,Low Insulation Resistance,0:29:00,,,,
,15-Nov,8:00,15-Nov,8:07,MA6,Low Insulation Resistance,0:07:00,,,,
,15-Nov,8:01,15-Nov,8:01,MC4,Low Insulation Resistance,0:00:00,,,,
,15-Nov,8:56,15-Nov,10:03,MA6,Low Insulation Resistance,1:07:00,,,,
,15-Nov,11:20,15-Nov,11:48,MC4,Low Insulation Resistance,0:28:00,,,,
,16-Nov,6:59,16-Nov,7:27,MD4,Low Insulation Resistance,0:28:00,,,,
,16-Nov,6:59,16-Nov,7:28,MD6,Low Insulation Resistance,0:29:00,,,,
,16-Nov,15:21,16-Nov,15:50,MB1,Low Insulation Resistance,0:29:00,,,,
,16-Nov,15:40,16-Nov,16:56,MD5,Low Insulation Resistance,1:16:00,,,,
,16-Nov,16:39,16-Nov,16:44,MB1,Low Insulation Resistance,0:05:00,,,,
,17-Nov,7:50,17-Nov,7:51,MD3,Low Insulation Resistance,0:01:00,,,,
,17-Nov,17:18,17-Nov,17:46,MB5,Low Insulation Resistance,0:28:00,,,,
,18-Nov,7:08,18-Nov,7:37,MB2,Low Insulation Resistance,0:29:00,,,,
,18-Nov,7:28,18-Nov,7:40,MB1,Low Insulation Resistance,0:12:00,,,,
,18-Nov,7:52,18-Nov,7:54,MB1,Low Insulation Resistance,0:02:00,,,,
,18-Nov,15:31,18-Nov,15:38,MB1,Low Insulation Resistance,0:07:00,,,,
,18-Nov,16:06,18-Nov,16:08,MD5,Low Insulation Resistance,0:02:00,,,,
,19-Nov,11:36,19-Nov,11:45,MB2,Low Insulation Resistance,0:09:00,,,,
,19-Nov,11:55,19-Nov,12:01,MD5,Low Insulation Resistance,0:06:00,,,,
,19-Nov,12:08,19-Nov,12:09,MD5,Low Insulation Resistance,0:01:00,,,,
,19-Nov,16:58,19-Nov,17:03,MB1,Low Insulation Resistance,0:05:00,,,,
,19-Nov,17:22,19-Nov,17:26,MC6,Low Insulation Resistance,0:04:00,,,,
,20-Nov,7:21,20-Nov,7:31,MB2,Low Insulation Resistance,0:10:00,,,,
,20-Nov,8:33,20-Nov,8:35,MB4,Low Insulation Resistance,0:02:00,,,,
,22-Nov,7:26,22-Nov,7:36,MA1,Low Insulation Resistance,0:10:00,,,,
,22-Nov,9:18,22-Nov,9:19,MA1,Low Insulation Resistance,0:01:00,,,,
,22-Nov,9:32,22-Nov,9:36,MA1,Low Insulation Resistance,0:04:00,,,,
,22-Nov,9:44,22-Nov,9:47,MA1,Low Insulation Resistance,0:03:00,,,,
,23-Nov,7:04,23-Nov,7:33,MC5,Low Insulation Resistance,0:29:00,,,,
,23-Nov,7:11,23-Nov,7:39,MD4,Low Insulation Resistance,0:28:00,,,,
,23-Nov,8:16,23-Nov,8:53,MD4,Low Insulation Resistance,0:37:00,,,,
,24-Nov,7:06,24-Nov,7:27,MD2,Low Insulation Resistance,0:21:00,,,,
,26-Nov,8:00,26-Nov,8:25,MA1,Low Insulation Resistance,0:25:00,,,,
,26-Nov,7:04,26-Nov,7:32,MD6,Low Insulation Resistance,0:28:00,,,,
,27-Nov,7:18,27-Nov,7:42,MA2,Low Insulation Resistance,0:24:00,,,,
,27-Nov,11:20,27-Nov,11:22,MD5,Low Insulation Resistance,0:02:00,,,,
,27-Nov,15:54,27-Nov,15:55,MD1,Low Insulation Resistance,0:01:00,,,,
,28-Nov,12:32,28-Nov,12:35,MB3,Low Insulation Resistance,0:03:00,,,,
,28-Nov,15:32,28-Nov,15:36,MB3,Low Insulation Resistance,0:04:00,,,,
,29-Nov,7:23,29-Nov,7:44,MD3,Low Insulation Resistance,0:21:00,,,,
